,Unnamed: 0,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,price,url,BooksRemaining
33,80,9780575079793,The Blade Itself ,The First Law,1,Joe Abercrombie,Gollancz,English,"Logen Ninefingers, infamous barbarian, has finally run out of luck. Caught in one feud too many, he’s on the verge of becoming a dead barbarian – leaving nothing behind him but bad songs, dead friends, and a lot of happy enemies. 
Nobleman Captain Jezal dan Luthar, dashing officer, and paragon of selfishness, has nothing more dangerous in mind than fleecing his friends at cards and dreaming of glory in the fencing circle. But war is brewing, and on the battlefields of the frozen North they fight by altogether bloodier rules. 
Inquisitor Glokta, cripple turned torturer, would like nothing better than to see Jezal come home in a box. But then Glokta hates everyone: cutting treason out of the Union one confession at a time leaves little room for friendship. His latest trail of corpses may lead him right to the rotten heart of government, if he can stay alive long enough to follow it. 
Enter the wizard, Bayaz. A bald old man with a terrible temper and a pathetic assistant, he could be the First of the Magi, he could be a spectacular fraud, but whatever he is, he's about to make the lives of Logen, Jezal, and Glokta a whole lot more difficult. 
Murderous conspiracies rise to the surface, old scores are ready to be settled, and the line between hero and villain is sharp enough to draw blood.",515,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Dark Fantasy', 'Audiobook']",2006-05-04,4.21,9.99,https://www.goodreads.com/book/show/944073.The_Blade_Itself,896
34,82,9780399154010,Innocent in Death ,In Death,24,J.D. Robb,Putnam Adult,English,"When history teacher Craig Foster is found dead in his classroom, his young wife is devastated, and his family, friends and colleagues all shocked. The two ten-year old students who discovered his body may be traumatised for life.
Magdalena Percell, an old flame of Eve's billionaire husband Roarke, has turned up in New York, and she's anything but innocent. Unfortunately, Roarke seems blind to Magdalena's maniuplations, but not to her shapely figure and flirtatious ways. But Eve will have to put aside her potential heartbreak, for a while at least- because another man has just turned up dead…",385,Hardcover,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Futuristic', 'Suspense']",2007-02-20,4.39,9.99,https://www.goodreads.com/book/show/74033.Innocent_in_Death,326
35,87,9780312590444,Shadowland ,The Immortals,3,Alyson Noel,St. Martin's Griffin,English,"New York Times 
bestselling series that's been acclaimed as breathtaking, mesmerizing, flawless, and extraordinary.
Ever and Damen have traveled through countless past lives—and fought off the world’s darkest enemies—so they could be together forever. But just when their long-awaited destiny is finally within reach, a powerful curse falls upon Damen... one that could destroy everything. Now a single touch of their hands or a soft brush of their lips could mean sudden death—plunging Damen into the Shadowland. Desperate to break the curse and save Damen, Ever immerses her herself in magick— and gets help from an unexpected source—a surfer named Jude.
Although she and Jude have only just met, he feels startlingly familiar. Despite her fierce loyalty to Damen, Ever is drawn to Jude, a green-eyed golden boy with magical talents and a mysterious past. She’s always believed Damen to be her soulmate and one true love—and she still believes it to be true. But as Damen pulls away to save them from the darkness inhabiting his soul, Ever’s connection with Jude grows stronger—and tests her love for Damen like never before….",339,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']",2009-11-17,3.66,9.99,https://www.goodreads.com/book/show/6581511-shadowland,1071
36,90,9780385342315,The Weed That Strings the Hangman's Bag ,Flavia de Luce,2,Alan Bradley,Delacorte Press,English,"From Dagger Award-winning and internationally bestselling author Alan Bradley comes this utterly beguiling mystery starring one of fiction's most remarkable sleuths: Flavia de Luce, a dangerously brilliant eleven-year-old with a passion for chemistry and a genius for solving murders. This time, Flavia finds herself untangling two deaths—separated by time but linked by the unlikeliest of threads.
Flavia thinks that her days of crime-solving in the bucolic English hamlet of Bishop’s Lacey are over—and then Rupert Porson has an unfortunate rendezvous with electricity. The beloved puppeteer has had his own strings sizzled, but who’d do such a thing, and 
? For Flavia, the questions are intriguing enough to make her put aside her chemistry experiments and schemes of vengeance against her insufferable big sisters. Astride Gladys, her trusty bicycle, Flavia sets out from the de Luces' crumbling family mansion in search of Bishop's Lacey's deadliest secrets.
Does the madwoman who lives in Gibbet Wood know more than she’s letting on? What of the vicar's odd ministrations to the catatonic woman in the dovecote? Then there's a German pilot obsessed with the Brontë sisters, a reporachful spinster aunt, and even a box of poisoned chocolates. Most troubling of all is Porson’s assistant, the charming but erratic Nialla. All clues point toward a suspicious death years earlier and a case the local constables can’t solve—without Flavia’s help. But in getting so close to who’s secretly pulling the strings of this dance of death, has our precocious heroine finally gotten in way over her head?",364,Hardcover,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Crime', 'Historical']",2010-03-09,3.99,4.99,https://www.goodreads.com/book/show/6777616-the-weed-that-strings-the-hangman-s-bag,1207
37,91,9780446556828,Ecstasy Unveiled ,Demonica,4,Larissa Ione,Hachette Book Group,English,"Lore is a Seminus half-breed demon who has been forced to act as his dark master's assassin. Now to earn his freedom and save his sister's life, he must complete one last kill. Powerful and ruthless, he'll stop at nothing to carry out this deadly mission. 
AN ANGEL TEMPTED
Idess is an earthbound angel with a wild side, sworn to protect the human Lore is targeting. She's determined to thwart her wickedly handsome adversary by any means necessary-even if that means risking her vow of eternal chastity. But what begins as a simple seduction soon turns into a passion that leaves both angel and demon craving complete surrender.
Torn between duty and desire, Lore and Idess must join forces as they battle their attraction for each other. Because an enemy from the past is rising again-one hellbent on vengeance and unthinkable destruction.",414,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Vampires']",2010-01-01,4.32,7.99,https://www.goodreads.com/book/show/6660747-ecstasy-unveiled,101
38,93,9780373210183,The Iron Queen ,The Iron Fey,3,Julie Kagawa,Harlequin Teen,English,"My name is Meghan Chase.
I thought it was over. That my time with the fey, the impossible choices I had to make, the sacrifices of those I loved, was behind me. But a storm is approaching, an army of Iron fey that will drag me back, kicking and screaming. Drag me away from the banished prince who's sworn to stand by my side. Drag me into the core of conflict so powerful, I'm not sure anyone can survive it.
This time, there will be no turning back.",384,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Paranormal', 'Fairies', 'Magic']",2011-01-25,4.2,9.99,https://www.goodreads.com/book/show/8685612-the-iron-queen,427
39,95,9780307887436,Ready Player One ,Ready Player One,1,Ernest Cline,Crown Publishers,English,"IN THE YEAR 2044, reality is an ugly place.
 The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. 
But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win—and confront the real world he's always been so desperate to escape.",374,Hardcover,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']",2011-08-16,4.23,11.99,https://www.goodreads.com/book/show/9969571-ready-player-one,311
40,96,9780451233325,Hard Bitten ,Chicagoland Vampires,4,Chloe Neill,NAL Trade,English,"Times are hard for newly minted vampire Merit. Ever since shapeshifters announced their presence to the world, humans have been rallying against supernaturals—and they're camping outside of Cadogan House with protest signs that could turn to pitchforks at any moment. Inside its doors, things between Merit and her Master, green-eyed heartbreaker Ethan Sullivan, are tense. But then the mayor of Chicago calls Merit and Ethan to a clandestine meeting and tells them about a violent vamp attack that has left three women missing. His message is simple: get your House in order. Or else.
Merit needs to get to the bottom of this crime, but it doesn't help that she can't tell who's on her side. So she secretly calls in a favor from someone who's tall, dark, and part of an underground vamp group that may have some deep intel on the attack. Merit soon finds herself in the heady, dark heart of Chicago's supernatural society—a world full of vampires who seem to be ready to fulfill the protesting human's worst fears, and a place where she'll learn that you can't be a vampire without getting a little blood on your hands.",350,Paperback,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic']",2011-04-12,4.14,11.99,https://www.goodreads.com/book/show/9581001-hard-bitten,1329
41,97,9780441020423,Magic Slays ,Kate Daniels,5,Ilona Andrews,Ace,English,"Kate Daniels may have quit the Order of Merciful Aid, but she’s still knee-deep in paranormal problems. Or she would be if she could get someone to hire her. Starting her own business has been more challenging than she thought it would be—now that the Order is disparaging her good name, and many potential clients are afraid of getting on the bad side of the Beast Lord, who just happens to be Kate’s mate.
So when Atlanta’s premier Master of the Dead calls to ask for help with a vampire on the loose, Kate leaps at the chance of some paying work. Turns out this is not an isolated incident, and Kate needs to get to the bottom of it—fast, or the city and everyone dear to her might pay the ultimate price . . .",308,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance']",2011-05-31,4.4,8.99,https://www.goodreads.com/book/show/8559047-magic-slays,1792
42,98,9780062011992,Starcrossed ,Starcrossed,1,Josephine Angelini,HarperTeen,English,"DESTINY?
Helen Hamilton has spent her entire sixteen years trying to hide how different she is - no easy task on an island as small and sheltered as Nantucket. And it's getting harder. Nightmares of a desperate desert journey have Helen waking parched, only to find her sheets damaged by dirt and dust. At school she's haunted by hallucinations of three women weeping tears of blood... and when Helen first crosses paths with Lucas Delos, she has no way of knowing they're destined to play the leading roles in a tragedy the Fates insist on repeating throughout history.
As Helen unlocks the secrets of her ancestry, she realizes that some myths are more than just legend. But even demigod powers might not be enough to defy the forces that are both drawing her and Lucas together - and trying to tear them apart.",487,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Paranormal Romance']",2011-05-31,4.05,10.99,https://www.goodreads.com/book/show/9462795-starcrossed,1578
43,99,9780553826104,Iron Crowned ,Dark Swan,3,Richelle Mead,Bantam,English,"Shaman-for-hire Eugenie Markham is the best at banishing entities trespassing in the mortal realm. But as the Thorn Land’s queen, she’s fast running out of ways to end the brutal war devastating her kingdom. Her only hope: the Iron Crown, a legendary object even the most powerful gentry fear…
Who Eugenie can trust is the hardest part. Fairy king Dorian has his own agenda for aiding her search. And Kiyo, her shape-shifter ex-boyfriend, has every reason to betray her along the way. To control the Crown’s ever-consuming powers, Eugenie will have to confront an unimaginable temptation--one that will put her soul and the fate of two worlds in mortal peril…",378,Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Magic']",2011-01-01,4.06,2.99,https://www.goodreads.com/book/show/8709525-iron-crowned,1179
